Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,arch_vgpr,accum_vgpr,sgpr,wave_size,sig,obj,SQ_LDS_BANK_CONFLICT
10,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,10,80641,80641,16777216,128,0,0,20,4,80,64,0x0,0x76f703675b00,0
11,"__amd_rocclr_fillBufferAligned.kd",1,0,11,80641,80641,256,256,0,0,12,4,48,64,0x0,0x77003cb53580,0
12,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",1,0,12,80641,80641,155648,512,2560,0,28,4,80,64,0x0,0x76f6d82185c0,0
13,"__amd_rocclr_copyBuffer.kd",1,0,13,80641,80641,512,512,0,0,16,0,32,64,0x76ff563ff680,0x77003cb53600,0
14,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,14,80641,80641,16777216,128,0,0,28,4,64,64,0x0,0x76f6d8e64540,0
15,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,15,80641,80641,4194304,256,0,0,24,0,32,64,0x0,0x76f754115c80,0
16,"__amd_rocclr_fillBufferAligned.kd",1,0,16,80641,80641,256,256,0,0,12,4,48,64,0x0,0x77003cb53580,0
17,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>) [clone .kd]",1,0,17,80641,80641,155648,512,2560,0,28,4,80,64,0x0,0x76f6d7e17f80,0
18,"__amd_rocclr_copyBuffer.kd",1,0,18,80641,80641,512,512,0,0,16,0,32,64,0x76ff563ff600,0x77003cb53600,0
19,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> > const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,19,80641,80641,8388608,128,0,0,52,4,64,64,0x0,0x76f6d76703c0,0
20,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",1,0,20,80641,80641,4194304,256,0,0,24,0,32,64,0x0,0x76f6d6c4a280,0
21,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,21,80641,80641,4194304,256,0,0,24,0,32,64,0x0,0x76f754115c80,0
22,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>) [clone .kd]",1,0,22,80641,80641,4194304,256,0,0,28,4,32,64,0x0,0x76f6d8e64280,0
23,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,23,80641,80641,16777216,128,0,0,28,4,64,64,0x0,0x76f6d8e64540,0
24,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,24,80641,80641,4194304,256,0,0,24,0,32,64,0x0,0x76f754115c80,0
25,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",1,0,25,80641,80641,4194304,256,0,0,24,0,32,64,0x0,0x76f754115c80,0
26,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",1,0,26,80641,80641,4194304,256,0,0,24,0,32,64,0x0,0x76f6d7670500,0
27,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul>) [clone .kd]",1,0,27,80641,80641,4194304,256,0,0,40,0,32,64,0x0,0x76f6d7670300,0
28,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",1,0,28,80641,80641,4194304,256,0,0,36,4,80,64,0x0,0x76f6d6c4b400,0
29,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<float> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<float> const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::CompareFunctor<float> >(at::TensorIteratorBase&, at::native::(anonymous namespace)::CompareFunctor<float> const&)::{lambda(int, bool)#1}) [clone .kd]",1,0,29,80641,80641,8388608,128,0,0,52,4,64,64,0x0,0x76f6b6032040,0
30,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",1,0,30,80641,80641,4194304,256,0,0,36,4,80,64,0x0,0x76f6b5854b00,0
31,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",1,0,31,80641,80641,4194304,256,0,0,36,4,32,64,0x0,0x76f6b5856300,0
32,"__amd_rocclr_fillBufferAligned.kd",1,0,32,80641,80641,256,256,0,0,12,4,48,64,0x0,0x77003cb53580,0
33,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::and_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#12}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4, 4>) [clone .kd]",1,0,33,80641,80641,155648,512,1024,12,28,4,80,64,0x0,0x76f6b5222500,0
34,"__amd_rocclr_copyBuffer.kd",1,0,34,80641,80641,512,512,0,0,16,0,32,64,0x76ff563ff580,0x77003cb53600,0
35,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,35,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
36,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,38,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
37,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,39,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
38,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,40,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
39,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,41,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
40,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,42,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
41,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,43,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
42,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,44,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
43,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,45,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
44,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,46,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
45,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,47,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
46,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,50,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
47,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,51,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
48,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,52,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
49,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,53,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
50,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,55,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
51,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,57,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
52,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,59,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
53,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>) [clone .kd]",1,0,61,80641,80641,4194304,256,0,0,12,4,32,64,0x0,0x76f73c22e300,0
54,"matmul(std::bfloat16_t*, std::bfloat16_t*, float*) [clone .kd]",1,0,63,80641,80641,1048576,1024,32768,0,104,0,32,64,0x0,0x77006a054600,1879048192
